gene	baseMean	log2FC	lfcSE	stat	pvalue	padj
TIPARP	4138.553410086183	-0.35981052245857786	0.13171430708853143	-2.731749727208694	0.006299897681636587	0.03432269096342044
RND2	9577.618920883471	0.46354718482016116	0.1712525890204613	2.7068039524049263	0.0067934362022638375	0.03644775919449349
INA	1163.9501425216795	-2.997845454193532	0.49476641450224734	-6.059112676856758	1.3687449065066005e-9	1.205200018780628e-7
FBXL16	7968.956395614738	-2.077474555060178	0.3287884978397232	-6.318574307526107	2.639873542599823e-10	2.87693286555977e-8
ZNF385A	3851.8468052038215	-0.8669936169384903	0.19034093415486475	-4.554950939943843	5.23978059027303e-6	1.4260539220118076e-4
SCN3A	6359.614233638957	0.5991837585564344	0.20719441985811293	2.8918913886134403	0.003829303009247613	0.023821248589994893
RAP1GAP2	1906.0377740862975	-1.814760559131694	0.30803397608976263	-5.891429842151126	3.828682056688054e-9	3.0163465545289113e-7
MID1IP1	4663.9554199987515	-0.3866171831055391	0.13603653328953874	-2.842009964210622	0.004483009042637829	0.026708474271436817
TOLLIP	5775.471239785104	-0.5227552669938268	0.12924225881256718	-4.044770431875146	5.237442026518101e-5	8.447396672309771e-4
CAMTA1	3977.9315923529716	-0.36338189245872105	0.11906886792745952	-3.0518631677938237	0.002274257478656348	0.01602956639606225
EFHD2	2255.355644682462	-0.6263911348392246	0.18019220274098052	-3.4762388455822264	5.084992017995775e-4	0.004991211427499951
SNRK	2466.849098724276	-0.4290602269575574	0.10585008200446723	-4.053470898014511	5.046328010230243e-5	8.177236525373095e-4
CIPC	5046.140054522909	-0.3757590641115888	0.09677733165862486	-3.882717757057532	1.0329544145664355e-4	0.0014250724786213208
RNF24	3750.632941065937	0.40948290033159124	0.11775548928353886	3.47739967642284	5.063024837459655e-4	0.004977809723200276
SFXN5	7630.683109837503	-0.7260815330014508	0.1534972944859766	-4.730256226553785	2.242366408102107e-6	7.027966126053774e-5
TRAF4	5130.34691400703	0.7148869016570764	0.20082498574582755	3.5597507899832093	3.712068897464269e-4	0.003838689555020261
MOAP1	3922.1474377000445	-0.5755471896231014	0.1336432018435792	-4.30659533506794	1.6578649574758233e-5	3.4734438073232596e-4
DPP8	4096.381969972189	-0.23185378628788028	0.07717193065466889	-3.0043797572641546	0.002661229271042721	0.01811723736255633
SEC23B	3894.0161319820786	0.2005528131544529	0.06244609827137659	3.211614795897989	0.001319912247696767	0.010585534091032345
OXR1	4157.820599248113	-0.359959686958293	0.1228783315728475	-2.9293992061154706	0.003396179383885341	0.021882096938335267
TBC1D9	2632.956258392149	-0.5746540541644515	0.15337241503218396	-3.746788847550356	1.7911273255900832e-4	0.0021998717665580765
PHACTR1	3568.923440974218	-1.1136296252138325	0.2350443219215174	-4.737955871938398	2.158848061559511e-6	6.850742501469943e-5
RASD1	5520.9261402877355	-0.9453302056954638	0.25863357496076006	-3.655094686909422	2.570870750445863e-4	0.002902507621663174
MAOA	4231.8904330617715	0.6291286265481724	0.1716404257976012	3.6653872397755665	2.4696460910705496e-4	0.002813409117939291
NR1D2	3938.5919293104694	-0.3675313741054891	0.1251106954560197	-2.937649517220435	0.00330710660144337	0.02149978368745079
PLOD3	4013.8943648439467	0.37703925244938163	0.14677017993049127	2.568909111019304	0.010201921105975384	0.04912263982471058
CELSR3	1333.1844331856034	-1.2550877791546422	0.2841335133172901	-4.417246541956118	9.996618532022583e-6	2.3206298960975542e-4
TRIM37	3140.8970040146205	-0.4773233328779553	0.11310121084147161	-4.220320271787328	2.4395548554685196e-5	4.644462542803739e-4
EFR3B	5268.937996149859	-0.6501605395601375	0.15727260833338277	-4.133971875012987	3.565471264742617e-5	6.303316010476594e-4
OPHN1	8269.63670935048	0.6118998342796896	0.19401297940272133	3.1539118473591503	0.0016109773962871476	0.012382191476597299
SLC9A3R1	3256.700014561954	-0.633252361775433	0.17976634722139595	-3.522641315037316	4.2726918805689176e-4	0.004299620610908638
KIAA0513	6733.385515850366	-1.054437451758966	0.21535876056797457	-4.896190194343869	9.771249878135138e-7	3.4824618241270316e-5
R3HDM1	2594.503323681089	-0.5911946907231805	0.14053167046591108	-4.206843117734	2.5896278064520713e-5	4.891292268495829e-4
S100A8	404.9139989127563	1.2733889035661363	0.3470740779944872	3.668925409019922	2.4357212612517338e-4	0.002785841652673306
IER5	2382.681258097082	-0.46251694937702953	0.1515481997297292	-3.0519461808314547	0.0022736286237644804	0.01602956639606225
SCRG1	12360.362463646366	1.0616983932426451	0.2296377384942958	4.623361997048311	3.7756996752238046e-6	1.0790931649356817e-4
CAMK2A	7367.262538465426	-3.7144665581046468	0.41303263513530425	-8.993155121720187	2.402328342489042e-19	4.794646983551047e-16
ZDHHC3	3632.4206824701228	0.1709218544968671	0.05606163361909622	3.0488204403420407	0.0022974175300169092	0.016145290447155215
MYL6B	2672.928070786664	-0.3097606794074721	0.09838242597191492	-3.1485367060972758	0.0016409011412357403	0.012551707473761243
TSPAN9	1609.2833664213774	-0.596412273786177	0.23180646207478392	-2.5728889024403743	0.010085357606070267	0.04873775517864869
INPP4A	3598.4169769015384	-0.5542887065421624	0.13285285145434406	-4.172200298859586	3.0167226051034544e-5	5.498516468206068e-4
SHANK1	5328.0795054311275	-2.5521989488168226	0.4411152568898193	-5.785787068014074	7.217359077944909e-9	5.357453349463151e-7
ALAD	5493.256621642597	-0.38805231835597487	0.13413842205035595	-2.89292443152715	0.0038167311461824614	0.023767735556700455
CDIP1	5216.733567284526	-0.4491850418827465	0.12078415783706019	-3.7189069322212314	2.0008675052123864e-4	0.0023888722208293446
TOB1	2296.7750911990765	-0.47018311567528454	0.12687679799293533	-3.705824257177935	2.1070436920473767e-4	0.002483449627191667
ECHS1	2998.4971915501364	-0.2591885363424699	0.08212063975659309	-3.1561923666292535	0.001598434027594714	0.012309483910255112
KDSR	4190.789987771683	0.19551794514593707	0.07531193189504656	2.5961084814343574	0.009428629159126525	0.04627370253300825
C5orf15	3196.891177267622	0.4153539112648063	0.14172201290836417	2.930764972505502	0.003381284918105081	0.021827971371594795
NAPB	3372.4992441323734	-2.4007352519878467	0.3027556362669986	-7.929613735978976	2.198285502395829e-15	1.3854983626942133e-12
ADGRL2	1063.7108499816322	-0.7238538576806186	0.22039949106474147	-3.284280985331266	0.0010224293062851657	0.008652714447183645
TMEM87A	3713.8569004152337	0.38456638039707636	0.10570597635110941	3.638076045196476	2.746823293987105e-4	0.0030683963568559312
KLHL9	3990.7379428669137	0.2814680578451853	0.08580205530514673	3.2804349131751134	0.0010364717649975158	0.008740668581581163
JPT2	1187.3312537118904	-0.4190546882693675	0.12583597431129828	-3.330166040060154	8.679421041920307e-4	0.007676223558123757
ST6GALNAC6	4729.898362608495	-0.4225878403498994	0.11508783846715145	-3.6718722497383167	2.4078004201686536e-4	0.0027618208842451752
GYPC	3125.0381162501653	0.6064887777011908	0.21892390415631321	2.7703177505374357	0.005600163057313812	0.03158802773437409
HLA-DRB5	5639.789834129936	0.8886397856157838	0.3399291428709586	2.6141912344159404	0.008943896032814083	0.04460772802705066
LSM4	1959.3867563648466	-0.2169242586277187	0.07631664162694783	-2.8424240637853426	0.004477189530784932	0.026700370832245794
GABRB3	2689.7927846552916	-0.5713270046056806	0.20971442963199602	-2.7243094602895823	0.006443609894447579	0.03496318565719318
AFG3L2	2838.5443315014636	-0.1740191055640279	0.06227541766096268	-2.7943466635810568	0.00520046969486417	0.029911443129682243
PAK1	3151.8085955051442	-1.0937990469797476	0.18727733384818343	-5.8405308560534985	5.2034746250876165e-9	3.9688922697722424e-7
AVL9	2396.5054113711403	-0.3812998855123553	0.08525480749857409	-4.472473713798869	7.731990725096286e-6	1.9169894189032715e-4
PIK3R3	2680.516970946166	-0.5140646777788503	0.167874020118379	-3.0622050834092702	0.0021971286279499494	0.01561460849833866
ASIC1	9134.901756938558	0.6333799235336632	0.18407280760863182	3.440920643098627	5.797385357794774e-4	0.00553617939869158
OSMR	7205.86515950126	0.6703794294019286	0.2035169959523394	3.2939727036798505	9.87820907401458e-4	0.00841932766272773
BCL2L2	5630.4209153078855	-0.40683589936171816	0.12173075609475016	-3.342096216383097	8.314823305075946e-4	0.007386499189783713
PAQR6	5652.9303364159305	-1.0722523442030483	0.2823535905267172	-3.797551652177727	1.4613233250894856e-4	0.0018755998733061725
NPTX1	4494.62732330594	-1.5048045476175966	0.42747661576692025	-3.520203192677292	4.3121631367956377e-4	0.004324803480998975
ZNF706	2544.9388275818123	-0.18838633318180348	0.0706045231804033	-2.668190714927046	0.00762609557362945	0.039650249867559696
TMEM263	2790.909868008139	0.39238967402829483	0.11809768573433735	3.3225856339893207	8.918729127298063e-4	0.007841540477194882
RIMKLB	2281.898235082133	-0.33492904040674554	0.08900268126302185	-3.763134274763689	1.677970481599767e-4	0.0021040519913253625
CDK5R1	2211.8648095137214	-1.5067326549091138	0.25062366695028077	-6.0119328443471485	1.8332426939348377e-9	1.5908029898456292e-7
F2R	1992.4232816506988	-0.7436041122438615	0.28109491385895435	-2.645384443408967	0.00815981520342995	0.04163348404817796
STMN4	2873.2478927560705	-1.1046441739102975	0.25545734505361406	-4.324182472335883	1.530985393984371e-5	3.279704846683872e-4
SEMA6D	2752.816725410681	-0.550498281596194	0.17975946768415962	-3.0624160645793	0.002195580410053838	0.01561287138384484
NECAP1	2502.2546611682205	-0.5681143734458637	0.12066984343437966	-4.708006219920263	2.5015147029724386e-6	7.720525404148184e-5
RYBP	1671.2307374854608	-0.31504539784111485	0.10010828214164294	-3.14704628929061	0.0016492884936921979	0.012600424332418432
NMNAT2	4163.606651371669	-0.747400355692969	0.236517657836154	-3.1600192667674967	0.0015775870633151878	0.012180274070405787
CBFB	2748.216580702991	0.3066206228640858	0.10080614552118468	3.041685814677327	0.0023525731119192644	0.01642685890101061
SNX22	14054.153886006787	1.100895204216848	0.2885383143760728	3.815421208782595	1.359508316023014e-4	0.0017715255228090408
NCOA7	2277.2464127107687	-0.5673139123892148	0.14402185062886153	-3.939082228926219	8.179389539491722e-5	0.001198876251351449
REEP3	4535.915211452061	0.3702379190467785	0.11196307134814472	3.30678601961122	9.437295154225079e-4	0.008142046791919691
SPRYD3	5231.730238714776	-0.42500745481304114	0.11357540982869292	-3.742072825923188	1.8250860401348095e-4	0.002234704021535209
LPAR1	3098.11876164042	-0.7958447635956547	0.29655121191239364	-2.6836672103392414	0.0072819550924742935	0.03827981221790152
SPINT2	952.3712978321014	-0.8230014274594151	0.17349548914189358	-4.743647408529002	2.0990407238489275e-6	6.73887739090909e-5
RGS12	3742.5713111126124	-0.564230539726256	0.15704626832777316	-3.5927662957813404	3.271860110724511e-4	0.0035118757383655595
MAN2B2	5867.732107098488	0.3643685296781155	0.12195241738283696	2.9877925956504665	0.002810001753652463	0.018904365730330476
NYNRIN	1488.1697262826046	-0.6222202651184774	0.19386917433125117	-3.2094852998926564	0.001329728458812481	0.010636939408336312
LIMK1	4129.755984123161	-0.4236379206056331	0.14653100585147374	-2.8911145333639454	0.003838781908384026	0.02384305671830846
ARAP2	3857.115066121499	-0.34655859918970705	0.13363331621070906	-2.593354778708505	0.009504466900294911	0.046550507620053805
RIMS3	2685.186030344169	-2.071962507260291	0.29009069377131624	-7.142464586932447	9.167213945301995e-13	2.494940613522532e-10
YIPF6	4637.00570094144	0.2758078405273369	0.09721661084727087	2.8370443911137393	0.004553328082849549	0.02703326910863825
GBA2	2817.4702195875852	-0.361641938729648	0.11161485746399703	-3.240087806825366	0.0011949289671716343	0.00980759039196732
PELI1	2750.163271207112	0.25925904436842595	0.0870742858183442	2.9774466931522863	0.0029066018479347706	0.01943414691737514
UPF2	2227.943380733547	-0.18689771410811043	0.070403866202064	-2.654651288207681	0.007939043072953449	0.04078508828769521
SHROOM3	1982.963531754811	-1.111741525304246	0.3679089181244583	-3.0217846606484264	0.002512892426592846	0.017334036179982335
RGL1	4224.449928288046	-0.3426529314780068	0.1031141111301467	-3.3230459703572808	8.904023961331012e-4	0.007841540477194882
KCMF1	2318.7115616865435	-0.16842032415678856	0.048566046429777195	-3.467861531621923	5.246175349638038e-4	0.005111712759309643
ERBB3	6819.296736113587	0.6233618216622856	0.2262834374941296	2.754783242491874	0.005873103021172745	0.03272703986902914
RNF115	2987.2072801117592	-0.24690846456989726	0.0750190272148087	-3.29127787625001	9.973334425960763e-4	0.008468692953782575
WFS1	3453.5783748551407	-0.6182155981715567	0.1971400835550594	-3.1359203416330845	0.0017131572928471366	0.012951425872376554
CDK17	2767.26386564312	-0.3320564317541278	0.0718481224056076	-4.621643831964793	3.8071123674654285e-6	1.0854802523904407e-4
LRP8	2256.029128874084	-0.43124610540040303	0.14338903061263206	-3.0075250774616213	0.0026338439273765005	0.017971670102754186
MAGED4	4910.632742941515	0.6147239265919114	0.18265529024311017	3.3654865718574447	7.640878621435606e-4	0.006874494477211975
CA2	1820.0375085203616	-1.1051959394194544	0.2792087076841788	-3.958314726593606	7.548045719850002e-5	0.0011284375467566015
EMP2	4209.190924669064	0.5202314143691499	0.15507046285126197	3.3548066137400854	7.942048436282546e-4	0.007108073992861247
CCDC88C	654.9776043422829	-1.0402730869336525	0.26319664927544717	-3.952455663084676	7.735326468412049e-5	0.0011492622141344203
NUP93	1923.3557194682382	-0.29245407108695676	0.07282674156962059	-4.015751148324792	5.925675701108167e-5	9.275812617094157e-4
RUNDC3A	3070.982012318172	-1.0796604477860265	0.23653618712773566	-4.564462042346958	5.007767928314487e-6	1.3763479459900395e-4
AFAP1L2	8679.091550037649	0.615796204997538	0.18649516143730835	3.301941992766081	9.601792484667848e-4	0.00825876497220869
TARBP1	1315.2419307170587	-0.46099501998639836	0.1573302588577989	-2.9301103508833815	0.003388416504681136	0.02186222394588179
STUB1	3582.5533735436425	-0.2847368023831029	0.09907120347304373	-2.874062213855885	0.004052291306825229	0.024846998668321615
TGFB2	3620.1402589628315	-0.5954938482337675	0.23009033562329176	-2.5880871815873276	0.009651055091619952	0.0471143027811451
MDGA1	3077.647921385156	-0.89167136679074	0.23648906591224883	-3.770454939855874	1.6295022363584758e-4	0.0020540304505676575
PTBP2	1556.3944580016102	-0.41540619137194984	0.11522754807028696	-3.6050944268861707	3.1203945061376365e-4	0.0033846670480976626
CNTNAP1	5343.285077136291	-0.6978148945481902	0.18103130662007605	-3.854664188071456	1.1588858875546673e-4	0.0015557913120478857
IFRD1	1270.7931508232725	-0.3523098159888654	0.11205205993166004	-3.1441618851428283	0.0016656326891608497	0.012688264282888788
VPS37B	1809.9522578668375	-0.49062320745609633	0.1565332881045673	-3.134305893634269	0.0017226117932083564	0.01296560416321186
CSF3R	2247.9857411625185	0.6100210279186753	0.19410287241995933	3.1427717700067777	0.0016735627393830396	0.01273247382726296
QDPR	3927.092807813326	-0.5766995720981518	0.14955849270799046	-3.8560135346118027	1.1525110944632312e-4	0.0015531058132493755
AK4	3162.953552166507	-0.7017883791949743	0.19775868646692776	-3.5487107632682324	3.871220519770364e-4	0.003979215941995717
MAPK8IP2	4154.422720446846	-1.1782481453377518	0.26837945526093265	-4.3902322709172985	1.1322964835948933e-5	2.5535311470901783e-4
FBXW7	2591.5477637574877	-0.9550313504386915	0.1867527645143357	-5.113880658861039	3.1560679513421737e-7	1.349782632761519e-5
GRK3	1815.3064030898668	-0.6533217391316027	0.14605940885260965	-4.47298632976721	7.713471040925658e-6	1.9163654712673185e-4
OCRL	1976.6300598143146	-0.5182999717918598	0.08959248949579292	-5.785082820097305	7.247661316183971e-9	5.357453349463151e-7
TENT5A	3452.042339862001	0.7778197755060671	0.21009687627200055	3.7021958122740855	2.137415505328142e-4	0.002504457013337035
MAPK8	1652.7859439741671	-0.46937419419618004	0.11002446895942142	-4.266089158487935	1.9892930770441568e-5	4.0003275252059665e-4
HES6	1547.8120407732383	-0.6047698530788664	0.2302882032317443	-2.6261434350168282	0.008635841808990305	0.04345134691708357
ATAT1	3308.531659840716	0.2508713055105812	0.0975043256974373	2.5729248801643148	0.010084309291524974	0.04873775517864869
ACTR1B	2986.4870611158653	-0.33939493204178306	0.08286461392525309	-4.0957764233105545	4.207558475270336e-5	7.120125492999333e-4
MSH2	1500.1277102225356	-0.2975631313953301	0.0678557418071403	-4.38523142582487	1.1586253168826148e-5	2.5982281216609197e-4
RNF41	2709.3949897157086	-0.286869463212673	0.07122422161705752	-4.027695307855361	5.632627277037695e-5	8.945717724472997e-4
RCBTB1	4704.051529743923	0.3811830720768614	0.12156696186863956	3.1355811333736607	0.001715139788732733	0.012958232788690523
TMEM9B	5246.576629874491	0.39245404558532215	0.10692273292074829	3.6704453287423098	2.421282557157423e-4	0.0027720430985268244
ANLN	1845.0157377893934	-1.0306033276458118	0.338749398210057	-3.042376851712484	0.00234717836917046	0.016398752024980316
SLC25A4	4271.292753695124	-0.30115492080580614	0.10206952567346178	-2.9504880993495872	0.0031727226681193153	0.020784110476328665
DCAF6	3068.5750276504887	-0.2651944340050859	0.08137855439732368	-3.2587754349911067	0.0011189420037622886	0.009305090621564864
CDC16	2088.945343284202	-0.19039369487029037	0.06924835409146601	-2.7494327824573377	0.0059698505758338846	0.03302402588465114
SMARCD3	3309.108189102436	-0.3700225059194711	0.11557574720457232	-3.2015584140202087	0.0013668635835126432	0.010868652996390372
ITPRIP	1669.83276904268	-0.5188985623120416	0.19474056804132966	-2.6645632573173765	0.007708836650812407	0.03985219533585594
CYB561	1168.7224979576506	-0.5277049256081733	0.15991718918874367	-3.299863687482306	9.673180058237657e-4	0.008303679655727307
ACSS1	2750.6454907107554	-0.5372253652809652	0.16174996535509437	-3.3213321814417633	8.958884087155893e-4	0.00786529596361377
PFKFB2	2720.6279311229177	-0.8772318697206468	0.165402425919967	-5.3036215450982045	1.1352755341597483e-7	5.548948784311422e-6
GAS6	2462.0189550435784	-0.6690550440558836	0.18127364546866828	-3.690856673214113	2.235000536063128e-4	0.00259845936110252
PTPRN	2200.6370243989	-2.9196230341449345	0.4564871160223774	-6.395849809705937	1.596568779189595e-10	1.9710217660613816e-8
CAMTA2	4032.708101597046	-0.4714755550390034	0.14096694671642046	-3.3445823011791447	8.240657585529972e-4	0.007336942348455125
TMEM132C	7236.977515922844	1.033456185652271	0.2433431461419087	4.246908951565859	2.1673998531197693e-5	4.2344861088961265e-4
PRKAR1B	5086.494600543891	-0.49806609266755403	0.1919848572804919	-2.5942988406625958	0.009478406110081909	0.04647989892228946
TSPAN5	2498.5058146738947	-1.0340983977562794	0.1686222961299701	-6.132631457937334	8.643723059160569e-10	8.02392121189518e-8
CEBPG	1891.9665086707419	-0.4772702669479555	0.09837567798831114	-4.851506761708561	1.2252703187292393e-6	4.26529420546007e-5
RGS4	1561.0462325061958	-2.3513316012548824	0.3777293091107276	-6.224911714662874	4.818272521163147e-10	4.889729952621076e-8
FNIP2	2892.7418933705803	-0.6311424731860065	0.13163813405345515	-4.794526128194087	1.6305981213557464e-6	5.462460404426453e-5
OPCML	10287.495458274265	0.7152733167073658	0.20686209986068466	3.457730136110388	5.447467553145006e-4	0.005273518508400279
DBNDD2	4308.32130305582	-0.7742696393902684	0.24298304814058508	-3.186517106091663	0.0014399697221364968	0.011322151951795503
MFSD14B	3237.004410703527	0.15460540410757653	0.05382847518613247	2.8721862094917125	0.004076426903694311	0.024969417990659527
PGM2L1	3713.539872558	-0.9978459332972266	0.22647732237678495	-4.405941940787935	1.0532517397666305e-5	2.400123036774171e-4
CAMK2B	4197.725471247623	-1.4273718757705987	0.2502506522930751	-5.7037688521145835	1.1718696659215049e-8	8.206514180941533e-7
PRDX4	2279.614444374854	0.6223467642669829	0.16689938010261582	3.7288740310739406	1.923372640331525e-4	0.002326503774542425
KLHL7	3529.6204639047633	0.36844916483662815	0.10657684388683634	3.4571221233371174	5.459773616273985e-4	0.005281162282300563
U2AF1L5	1611.87644748215	0.6115575174028173	0.15629325091266497	3.91288500195411	9.119997198607922e-5	0.0012985965095520793
TXNDC12	2598.2710241173572	0.30684281009522485	0.11451231511778563	2.679561667927253	0.0073718623028748	0.03866756507968713
DHRS7	4522.252653518462	0.4959104009989201	0.1069916305496361	4.635039193732586	3.5686985694203062e-6	1.0297630209351367e-4
SLC7A11	4007.266987234355	-0.8067289894014307	0.2364346402118139	-3.412059200287695	6.447410939032464e-4	0.0060602626369634024
DEAF1	3548.9619845991265	-0.3696914071249889	0.14090886157882426	-2.623620707617341	0.008700061068732317	0.04367862222574351
CCDC92	3012.7218607908467	-0.3767125293687202	0.13712371892701805	-2.747245570033143	0.006009811775945549	0.03314946845552646
TMEM47	2267.6187240298623	-0.8323740219665081	0.22293098926017166	-3.733774405832317	1.8863146711470881e-4	0.0022909349074022698
LSM14B	2523.5794620483484	-0.21432462852907722	0.0799778948438019	-2.679798323620003	0.00736665286199362	0.038660533108659446
CSRP2	2775.658534009568	-0.8629516208488385	0.2397330749148901	-3.5996352241141656	3.186638876847095e-4	0.0034440433709606467
BZW2	1262.4786163626131	0.40305664078622316	0.13769980237747317	2.927067677855729	0.0034217441237909237	0.021997530558424717
ATF3	1383.6962155069655	-0.9490112985281672	0.2944740181087758	-3.222733552600256	0.0012697360516925101	0.010273708931768788
GBP2	6566.960193789248	0.6566790373605174	0.25000023801790855	2.6267136486225136	0.008621385132885108	0.04341509123898199
SEZ6	1482.5573307793516	-1.9940053956239738	0.35933299914921024	-5.549185297050824	2.8700386761505075e-8	1.7535057728011392e-6
CRY2	3075.667961086524	-0.5633665811830505	0.13680227321914276	-4.118108332020162	3.8199512632036055e-5	6.629553098096112e-4
ERRFI1	2172.604178480838	0.36698039126104187	0.13852938101607618	2.6491159389390053	0.008070264075469223	0.0412821069217189
DCTD	1939.4771974260123	-0.39947413278601296	0.09512187203653096	-4.199603353396971	2.673829613580727e-5	5.034451198526605e-4
CRTC1	3525.4610334912586	-0.7282928133607205	0.21247064662111875	-3.42773378319606	6.086419956211188e-4	0.005770774265687171
RPH3A	3309.4846654660287	-2.6203704337776825	0.37385432441009575	-7.009068138806102	2.3991060241332597e-12	5.633195027254075e-10
DAAM1	2011.2892963721974	-0.6714296019060877	0.15747033073480313	-4.263848299378039	2.0093588977066085e-5	4.026510137607058e-4
MAST3	4792.88371939231	-1.1239535082301157	0.2501939220773271	-4.492329385534541	7.04483518461973e-6	1.7835497111167288e-4
FRZB	2592.246422574145	0.7686427612273306	0.28960578276780835	2.6541001836402915	0.007952021363697088	0.04083424349497111
SRCIN1	3937.3222598848365	-1.2527531712711812	0.3524882727572707	-3.5540279438852367	3.7937890131864557e-4	0.003913059727209975
CEP170B	3526.9332857732566	-1.3130021454956602	0.2895488457082034	-4.5346481775266865	5.76995827109229e-6	1.518576929589674e-4
MAFG	2491.5453064165245	-0.3645473136580158	0.10666829092655558	-3.417579024576459	6.318074922603479e-4	0.0059480304401082285
SNAP91	3713.69041234558	-0.7663401197885231	0.20477278076146474	-3.742392504212831	1.8227651372575507e-4	0.002234146624223047
NFYA	1856.07483276485	-0.3236086463371054	0.07407034389116911	-4.368936734148024	1.2485292657788565e-5	2.7636114524402604e-4
RTKN	7797.6374180856965	0.6625633321992938	0.17214256793724497	3.848922089049078	1.1863873082100964e-4	0.0015838336695446938
SUDS3	1994.329044659182	-0.3569503154678755	0.08730196523275977	-4.088685913497983	4.338237794015507e-5	7.275966048086232e-4
PHACTR2	1365.3653794078737	-0.6840389751111629	0.20586969148861378	-3.322679361711656	8.915733228175659e-4	0.007841540477194882
VPS8	2763.9653180890723	-0.13078526761325218	0.04958474849536045	-2.637610789242775	0.00834923477196952	0.042311505033573844
MICAL2	2076.9883439257474	-1.59128453610981	0.35652943664923314	-4.463262700171865	8.072098645563032e-6	1.9804341806637662e-4
SV2B	2348.2907212462624	-3.1826620002572863	0.6469424544423378	-4.919544201192871	8.674597805797348e-7	3.1767066888202824e-5
MAPK9	3157.610601386872	-0.49764021641896616	0.11688632817800187	-4.2574715467246795	2.0675196439474314e-5	4.11955869155915e-4
CA12	1285.794370886677	-1.7008320724180235	0.39891029574135867	-4.263695599174987	2.010733246170372e-5	4.026510137607058e-4
ELAVL4	936.6616404307093	-1.010341284512432	0.3265913153374018	-3.0935950745311382	0.001977471810815879	0.014470636616901773
ATP6V1H	2860.640831395589	-0.4370480755878945	0.10858787689136334	-4.024833048583673	5.7015750260002035e-5	9.031264674120693e-4
CA10	9878.376167213175	0.6252102385204356	0.23086347163435197	2.7081384252536105	0.006766179467963683	0.03633408032684534
PGM3	3773.5319609095072	0.44983060242327777	0.11971772073911714	3.757427051284463	1.716693885510318e-4	0.0021325113359944043
BCL11A	496.0442414108619	-2.377750386676596	0.3587831490068583	-6.6272632738143	3.4196741469422265e-11	5.118824738704145e-9
GALC	4288.38370710372	0.34210758224120613	0.10123879463822183	3.379214296888185	7.26933203704645e-4	0.006614760725199942
GLTP	4139.5185972798245	0.3713730533487985	0.11146711748037144	3.331682578175529	8.632265488137975e-4	0.007651471444889138
PLK2	1312.1178453924176	-0.8068220230756135	0.20729269254009358	-3.8921874822942044	9.93444260395037e-5	0.0013845186150831558
PITPNM2	2820.2813449778723	-0.6259772387591809	0.21071016093902264	-2.9707975921499687	0.002970274731136801	0.01972769822815485
RGPD5	1737.1981064671754	-0.5737572716635211	0.14492409296489564	-3.9590192350039404	7.525817619419589e-5	0.0011272321179823337
UBE2Q2	2865.2543021007314	0.31123222207849993	0.09576265833238395	3.250037410179651	0.0011538982799055208	0.009519428586447816
GNAI1	3138.6454410125993	0.5377064788702802	0.1711360635293483	3.1419822787852567	0.001678081920961353	0.012758749843499811
UBE2M	2344.1001263889925	-0.2699081005985722	0.08943134280653717	-3.0180481711255562	0.0025440846124695324	0.017498801398232424
LOX	204.8167013824746	1.4329135353475686	0.3374811037423591	4.245907458100196	2.1771048010817742e-5	4.239159348447845e-4
KHDRBS3	5842.423240093161	0.4454413120581566	0.1226962616967914	3.630439150289167	2.8293940551377155e-4	0.003134319501412964
MESD	3185.6599401593894	0.209976278972536	0.06499060984087969	3.2308710363948454	0.0012341360961962726	0.010046757139327235
SLC9A6	3261.6365284704607	-0.28955858040092053	0.10538713224036	-2.747570545334837	0.006003859150681415	0.03313189554350689
TMEM98	825.4060086256758	-0.8787775667566596	0.28255977776800417	-3.110058953536481	0.001870500068286797	0.0138096413796143
RAPGEF5	2605.2091459226854	-1.4372818422994604	0.3382488920183949	-4.249184184234658	2.1455045906752057e-5	4.218787762452477e-4
S100A1	8118.7302121082075	1.2117018315547867	0.27690675837780876	4.375847807591438	1.209613943750608e-5	2.692402783719987e-4
CAMK4	2372.494343844889	-1.605551984112682	0.4286348140610062	-3.745733970839263	1.7986712026533892e-4	0.0022068737348129443
NADK2	3223.0696338697235	-0.326106877345486	0.12060990519203088	-2.703815054213582	0.006854843049387486	0.036662235603579785
IDH3A	2929.0896546901267	-0.3192978246500323	0.11290898702747681	-2.8279221438088893	0.004685119926438284	0.027569686053611032
TXNL4A	2228.167490577499	-0.19153030309590763	0.06490177744537338	-2.951079471700372	0.003166654285350529	0.02075571158569928
CCP110	1854.5357589406085	-0.40410535207834736	0.1459607717983877	-2.768588759153239	0.00562996481323534	0.03168178037523176
WDR47	2571.048041854979	-0.5963742787767616	0.11438820014467306	-5.213599637222146	1.85210976005863e-7	8.563326014170693e-6
TAX1BP3	2407.1680023646977	-0.40634646066273056	0.12767530092625604	-3.1826552020224503	0.0014593128162981442	0.01142921581109894
NT5E	4418.559421969904	0.4474033809715018	0.1581899513545899	2.8282667586680454	0.004680079064874862	0.027561874086131137
DLGAP1	4400.037346969399	-0.9953617665802376	0.22911891817109437	-4.344301965658515	1.3971921806358988e-5	3.042068429657252e-4
GDAP1	2945.9278658778285	-0.4028602328822998	0.11669588303733018	-3.4522231838584028	5.559876363513672e-4	0.005349339948593481
HADH	2667.8960951993063	0.2595871966334492	0.09962179017345188	2.605727082212445	0.009167947934399004	0.045418696825571286
