"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE"	"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE"	"1/423"	"51/10646"	0.874157384158212	0.999999965031686	0.884210495396438	"SSTR3"	1
"M1"	"REACTOME_EXTENSION_OF_TELOMERES"	"REACTOME_EXTENSION_OF_TELOMERES"	"1/423"	"51/10646"	0.874157384158212	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_SPHINGOLIPID_METABOLISM"	"REACTOME_SPHINGOLIPID_METABOLISM"	"2/423"	"90/10646"	0.87816448120523	0.999999965031686	0.884210495396438	"DEGS2/ARSF"	2
"M1"	"REACTOME_APOPTOTIC_EXECUTION_PHASE"	"REACTOME_APOPTOTIC_EXECUTION_PHASE"	"1/423"	"52/10646"	0.879181586753877	0.999999965031686	0.884210495396438	"DSG2"	1
"M1"	"REACTOME_DEFENSINS"	"REACTOME_DEFENSINS"	"1/423"	"52/10646"	0.879181586753877	0.999999965031686	0.884210495396438	"PRSS3"	1
"M1"	"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"	"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"	"3/423"	"126/10646"	0.882411519082814	0.999999965031686	0.884210495396438	"SPTBN2/SH3GL2/TUBA8"	3
"M1"	"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"	"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"	"11/423"	"374/10646"	0.883886685087676	0.999999965031686	0.884210495396438	"DIO2/CKMT1B/CRYM/CKMT1A/ASPA/DAO/HOGA1/TSTD1/SLC6A7/GLS2/PNMT"	11
"M1"	"REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"1/423"	"53/10646"	0.8840056559254	0.999999965031686	0.884210495396438	"TUBA8"	1
"M1"	"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE"	"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE"	"1/423"	"53/10646"	0.8840056559254	0.999999965031686	0.884210495396438	"INPP5J"	1
"M1"	"REACTOME_SIGNALING_BY_INTERLEUKINS"	"REACTOME_SIGNALING_BY_INTERLEUKINS"	"14/423"	"463/10646"	0.886771689330995	0.999999965031686	0.884210495396438	"CNTFR/STX1A/CRLF1/PTPN5/OPRM1/NOS2/OPRD1/CXCL2/IL13RA2/PTPN20/IL20RA/IL31RA/IL11/IL12RB2"	14
"M1"	"REACTOME_RAC3_GTPASE_CYCLE"	"REACTOME_RAC3_GTPASE_CYCLE"	"2/423"	"94/10646"	0.892888143990016	0.999999965031686	0.884210495396438	"MPP7/DSG2"	2
"M1"	"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS"	"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS"	"1/423"	"55/10646"	0.893084894393702	0.999999965031686	0.884210495396438	"TP73"	1
"M1"	"REACTOME_RHOJ_GTPASE_CYCLE"	"REACTOME_RHOJ_GTPASE_CYCLE"	"1/423"	"55/10646"	0.893084894393702	0.999999965031686	0.884210495396438	"MPP7"	1
"M1"	"REACTOME_SIGNALING_BY_ALK_IN_CANCER"	"REACTOME_SIGNALING_BY_ALK_IN_CANCER"	"1/423"	"55/10646"	0.893084894393702	0.999999965031686	0.884210495396438	"BCL11A"	1
"M1"	"REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS"	"REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS"	"1/423"	"55/10646"	0.893084894393702	0.999999965031686	0.884210495396438	"CAMK4"	1
"M1"	"REACTOME_PROTEIN_LOCALIZATION"	"REACTOME_PROTEIN_LOCALIZATION"	"4/423"	"164/10646"	0.895886647262278	0.999999965031686	0.884210495396438	"STX1A/DAO/NOS2/OTOF"	4
"M1"	"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS"	"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS"	"1/423"	"56/10646"	0.897355037880763	0.999999965031686	0.884210495396438	"SH3GL2"	1
"M1"	"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"	"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"	"7/423"	"261/10646"	0.899147111392792	0.999999965031686	0.884210495396438	"F5/RASGRP1/PRKCG/ADRA2A/ADRA2C/DGKK/MPL"	7
"M1"	"REACTOME_ANTIMICROBIAL_PEPTIDES"	"REACTOME_ANTIMICROBIAL_PEPTIDES"	"2/423"	"97/10646"	0.902828471857537	0.999999965031686	0.884210495396438	"CHGA/PRSS3"	2
"M1"	"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES"	"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES"	"1/423"	"58/10646"	0.905391608397399	0.999999965031686	0.884210495396438	"CXCL2"	1
"M1"	"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER"	"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER"	"1/423"	"58/10646"	0.905391608397399	0.999999965031686	0.884210495396438	"NEURL1"	1
"M1"	"REACTOME_SIGNALING_BY_PDGF"	"REACTOME_SIGNALING_BY_PDGF"	"1/423"	"58/10646"	0.905391608397399	0.999999965031686	0.884210495396438	"COL6A5"	1
"M1"	"REACTOME_ARACHIDONIC_ACID_METABOLISM"	"REACTOME_ARACHIDONIC_ACID_METABOLISM"	"1/423"	"59/10646"	0.909171297635017	0.999999965031686	0.884210495396438	"CYP4F3"	1
"M1"	"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"2/423"	"100/10646"	0.911903422750034	0.999999965031686	0.884210495396438	"KIF6/TUBA8"	2
"M1"	"REACTOME_VISUAL_PHOTOTRANSDUCTION"	"REACTOME_VISUAL_PHOTOTRANSDUCTION"	"2/423"	"100/10646"	0.911903422750034	0.999999965031686	0.884210495396438	"DHRS9/RBP4"	2
"M1"	"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME"	"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME"	"1/423"	"60/10646"	0.912800327681337	0.999999965031686	0.884210495396438	"GLI1"	1
"M1"	"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"	"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"	"1/423"	"60/10646"	0.912800327681337	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION"	"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION"	"1/423"	"61/10646"	0.916284690178105	0.999999965031686	0.884210495396438	"NR2E1"	1
"M1"	"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS"	"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS"	"2/423"	"104/10646"	0.922772914933323	0.999999965031686	0.884210495396438	"ACVR1C/GREM2"	2
"M1"	"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS"	"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS"	"1/423"	"64/10646"	0.925926178770605	0.999999965031686	0.884210495396438	"FZD7"	1
"M1"	"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS"	"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS"	"1/423"	"65/10646"	0.928887171624511	0.999999965031686	0.884210495396438	"SHH"	1
"M1"	"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS"	"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS"	"1/423"	"65/10646"	0.928887171624511	0.999999965031686	0.884210495396438	"CAMK2A"	1
"M1"	"REACTOME_AMYLOID_FIBER_FORMATION"	"REACTOME_AMYLOID_FIBER_FORMATION"	"2/423"	"108/10646"	0.932371469831049	0.999999965031686	0.884210495396438	"CALB1/SNCAIP"	2
"M1"	"REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"	"REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS"	"2/423"	"109/10646"	0.934588717103226	0.999999965031686	0.884210495396438	"SULT4A1/GSTM5"	2
"M1"	"REACTOME_KERATINIZATION"	"REACTOME_KERATINIZATION"	"5/423"	"217/10646"	0.936586928635625	0.999999965031686	0.884210495396438	"PPL/PKP2/DSG2/KRT17/KRT19"	5
"M1"	"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT"	"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT"	"1/423"	"68/10646"	0.937080203961885	0.999999965031686	0.884210495396438	"F5"	1
"M1"	"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"	"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"	"1/423"	"68/10646"	0.937080203961885	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_REGULATION_OF_RAS_BY_GAPS"	"REACTOME_REGULATION_OF_RAS_BY_GAPS"	"1/423"	"68/10646"	0.937080203961885	0.999999965031686	0.884210495396438	"RASAL1"	1
"M1"	"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY"	"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY"	"1/423"	"69/10646"	0.939596282022399	0.999999965031686	0.884210495396438	"FRK"	1
"M1"	"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	"1/423"	"69/10646"	0.939596282022399	0.999999965031686	0.884210495396438	"HPR"	1
"M1"	"REACTOME_RHOB_GTPASE_CYCLE"	"REACTOME_RHOB_GTPASE_CYCLE"	"1/423"	"70/10646"	0.942011973873068	0.999999965031686	0.884210495396438	"ARHGDIG"	1
"M1"	"REACTOME_HEDGEHOG_OFF_STATE"	"REACTOME_HEDGEHOG_OFF_STATE"	"2/423"	"113/10646"	0.942788247702391	0.999999965031686	0.884210495396438	"ADCY8/GLI1"	2
"M1"	"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING"	"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING"	"1/423"	"71/10646"	0.944331275598833	0.999999965031686	0.884210495396438	"IRF6"	1
"M1"	"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN"	"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN"	"1/423"	"71/10646"	0.944331275598833	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_SARS_COV_2_INFECTION"	"REACTOME_SARS_COV_2_INFECTION"	"1/423"	"71/10646"	0.944331275598833	0.999999965031686	0.884210495396438	"MGAT4C"	1
"M1"	"REACTOME_METABOLISM_OF_STEROIDS"	"REACTOME_METABOLISM_OF_STEROIDS"	"3/423"	"153/10646"	0.946101463641651	0.999999965031686	0.884210495396438	"SLCO1A2/HSD11B1/FABP6"	3
"M1"	"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"	"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"	"4/423"	"189/10646"	0.946189457047449	0.999999965031686	0.884210495396438	"ENPP2/RBP4/PRSS3/TTPA"	4
"M1"	"REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE"	"REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE"	"1/423"	"72/10646"	0.94655802457488	0.999999965031686	0.884210495396438	"TUBA8"	1
"M1"	"REACTOME_PARASITE_INFECTION"	"REACTOME_PARASITE_INFECTION"	"2/423"	"116/10646"	0.948287181878347	0.999999965031686	0.884210495396438	"WIPF3/MYH2"	2
"M1"	"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY"	"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY"	"1/423"	"73/10646"	0.94869590575559	0.999999965031686	0.884210495396438	"DLX5"	1
"M1"	"REACTOME_SIGNALING_BY_NOTCH1"	"REACTOME_SIGNALING_BY_NOTCH1"	"1/423"	"74/10646"	0.950748457714862	0.999999965031686	0.884210495396438	"NEURL1"	1
"M1"	"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"	"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"	"1/423"	"75/10646"	0.95271907844761	0.999999965031686	0.884210495396438	"CA9"	1
"M1"	"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"	"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"	"1/423"	"75/10646"	0.95271907844761	0.999999965031686	0.884210495396438	"EGFR"	1
"M1"	"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY"	"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY"	"1/423"	"76/10646"	0.954611030941855	0.999999965031686	0.884210495396438	"TUBA8"	1
"M1"	"REACTOME_MEIOTIC_SYNAPSIS"	"REACTOME_MEIOTIC_SYNAPSIS"	"1/423"	"77/10646"	0.956427448530464	0.999999965031686	0.884210495396438	"SYCE1"	1
"M1"	"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES"	"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES"	"1/423"	"77/10646"	0.956427448530464	0.999999965031686	0.884210495396438	"ACTL6B"	1
"M1"	"REACTOME_RAB_REGULATION_OF_TRAFFICKING"	"REACTOME_RAB_REGULATION_OF_TRAFFICKING"	"2/423"	"122/10646"	0.957811954503621	0.999999965031686	0.884210495396438	"RAB7B/SYTL1"	2
"M1"	"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE"	"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE"	"1/423"	"78/10646"	0.958171340031231	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS"	"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS"	"2/423"	"123/10646"	0.959226704639885	0.999999965031686	0.884210495396438	"ENPP2/PRSS3"	2
"M1"	"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"	"REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"	"1/423"	"79/10646"	0.959845594683653	0.999999965031686	0.884210495396438	"TUBA8"	1
"M1"	"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION"	"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION"	"7/423"	"305/10646"	0.962037558826966	0.999999965031686	0.884210495396438	"SPTBN2/ANK1/F5/ST6GALNAC5/MGAT4C/TUBA8/ST8SIA2"	7
"M1"	"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"	"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"	"1/423"	"81/10646"	0.962996180771289	0.999999965031686	0.884210495396438	"RASGRP1"	1
"M1"	"REACTOME_SELECTIVE_AUTOPHAGY"	"REACTOME_SELECTIVE_AUTOPHAGY"	"1/423"	"82/10646"	0.964477734536906	0.999999965031686	0.884210495396438	"TUBA8"	1
"M1"	"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"	"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"	"3/423"	"167/10646"	0.964724194865168	0.999999965031686	0.884210495396438	"EYA4/EYA1/CCNA1"	3
"M1"	"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS"	"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS"	"2/423"	"128/10646"	0.965645253506508	0.999999965031686	0.884210495396438	"LMO1/TP73"	2
"M1"	"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"	"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"	"1/423"	"85/10646"	0.968576635668089	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_DISEASES_OF_METABOLISM"	"REACTOME_DISEASES_OF_METABOLISM"	"5/423"	"246/10646"	0.970018023254238	0.999999965031686	0.884210495396438	"ADAMTSL1/SBSPON/ADAMTS3/ADAMTS18/ADAMTS16"	5
"M1"	"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"	"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"	"2/423"	"132/10646"	0.970070086545557	0.999999965031686	0.884210495396438	"F5/PRKCG"	2
"M1"	"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS"	"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS"	"1/423"	"87/10646"	0.971043540922165	0.999999965031686	0.884210495396438	"ATP1A3"	1
"M1"	"REACTOME_TP53_REGULATES_METABOLIC_GENES"	"REACTOME_TP53_REGULATES_METABOLIC_GENES"	"1/423"	"87/10646"	0.971043540922165	0.999999965031686	0.884210495396438	"GLS2"	1
"M1"	"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT"	"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT"	"2/423"	"134/10646"	0.972071555012341	0.999999965031686	0.884210495396438	"KIF6/TUBA8"	2
"M1"	"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"1/423"	"88/10646"	0.972203554388395	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_HCMV_EARLY_EVENTS"	"REACTOME_HCMV_EARLY_EVENTS"	"2/423"	"136/10646"	0.973943759977833	0.999999965031686	0.884210495396438	"EGFR/TUBA8"	2
"M1"	"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"	"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"	"3/423"	"177/10646"	0.97411768676699	0.999999965031686	0.884210495396438	"SLC24A4/SLC17A8/SLC6A5"	3
"M1"	"REACTOME_FATTY_ACID_METABOLISM"	"REACTOME_FATTY_ACID_METABOLISM"	"3/423"	"177/10646"	0.97411768676699	0.999999965031686	0.884210495396438	"ACBD7/ELOVL2/CYP4F3"	3
"M1"	"REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS"	"REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS"	"1/423"	"90/10646"	0.974386334174214	0.999999965031686	0.884210495396438	"RAB7B"	1
"M1"	"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"1/423"	"91/10646"	0.975412724913538	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_GENE_SILENCING_BY_RNA"	"REACTOME_GENE_SILENCING_BY_RNA"	"2/423"	"138/10646"	0.975694634745445	0.999999965031686	0.884210495396438	"PIWIL2/TDRD9"	2
"M1"	"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION"	"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION"	"1/423"	"92/10646"	0.976398079471717	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_RHO_GTPASES_ACTIVATE_PKNS"	"REACTOME_RHO_GTPASES_ACTIVATE_PKNS"	"1/423"	"92/10646"	0.976398079471717	0.999999965031686	0.884210495396438	"MYH11"	1
"M1"	"REACTOME_PTEN_REGULATION"	"REACTOME_PTEN_REGULATION"	"2/423"	"139/10646"	0.976526929385387	0.999999965031686	0.884210495396438	"NR2E1/FRK"	2
"M1"	"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING"	"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING"	"2/423"	"140/10646"	0.977331664668591	0.999999965031686	0.884210495396438	"PTPN5/PTPN20"	2
"M1"	"REACTOME_MITOCHONDRIAL_BIOGENESIS"	"REACTOME_MITOCHONDRIAL_BIOGENESIS"	"1/423"	"94/10646"	0.978252162643688	0.999999965031686	0.884210495396438	"CAMK4"	1
"M1"	"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS"	"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS"	"1/423"	"95/10646"	0.979123972272357	0.999999965031686	0.884210495396438	"ADCY8"	1
"M1"	"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES"	"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES"	"1/423"	"95/10646"	0.979123972272357	0.999999965031686	0.884210495396438	"TUBA8"	1
"M1"	"REACTOME_RAC1_GTPASE_CYCLE"	"REACTOME_RAC1_GTPASE_CYCLE"	"3/423"	"184/10646"	0.979225539985142	0.999999965031686	0.884210495396438	"WIPF3/MPP7/SYDE2"	3
"M1"	"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS"	"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS"	"2/423"	"143/10646"	0.979589080232595	0.999999965031686	0.884210495396438	"WIPF3/MYH2"	2
"M1"	"REACTOME_REPRODUCTION"	"REACTOME_REPRODUCTION"	"2/423"	"143/10646"	0.979589080232595	0.999999965031686	0.884210495396438	"SYCE1/ZP2"	2
"M1"	"REACTOME_METABOLISM_OF_NUCLEOTIDES"	"REACTOME_METABOLISM_OF_NUCLEOTIDES"	"1/423"	"97/10646"	0.980764375747709	0.999999965031686	0.884210495396438	"GDA"	1
"M1"	"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	"1/423"	"98/10646"	0.98153569711075	0.999999965031686	0.884210495396438	"HPR"	1
"M1"	"REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS"	"REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS"	"1/423"	"98/10646"	0.98153569711075	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_PROTEIN_FOLDING"	"REACTOME_PROTEIN_FOLDING"	"1/423"	"98/10646"	0.98153569711075	0.999999965031686	0.884210495396438	"TUBA8"	1
"M1"	"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"	"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"	"2/423"	"148/10646"	0.982876548473725	0.999999965031686	0.884210495396438	"NR5A2/PGR"	2
"M1"	"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS"	"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS"	"1/423"	"101/10646"	0.983669387010577	0.999999965031686	0.884210495396438	"CAMK2A"	1
"M1"	"REACTOME_AUTOPHAGY"	"REACTOME_AUTOPHAGY"	"2/423"	"151/10646"	0.984596101474915	0.999999965031686	0.884210495396438	"TUBA8/ATG9B"	2
"M1"	"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"	"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL"	"3/423"	"194/10646"	0.984886487020802	0.999999965031686	0.884210495396438	"L1CAM/ANGPT1/SLC7A10"	3
"M1"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"	"4/423"	"237/10646"	0.986396476219054	0.999999965031686	0.884210495396438	"ACTL6B/LMO1/TP73/RSPO3"	4
"M1"	"REACTOME_SARS_COV_INFECTIONS"	"REACTOME_SARS_COV_INFECTIONS"	"2/423"	"156/10646"	0.98709630594932	0.999999965031686	0.884210495396438	"ATP1A3/MGAT4C"	2
"M1"	"REACTOME_INTERFERON_SIGNALING"	"REACTOME_INTERFERON_SIGNALING"	"3/423"	"203/10646"	0.988692784385902	0.999999965031686	0.884210495396438	"CAMK2A/IRF6/TRIM17"	3
"M1"	"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP"	"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP"	"1/423"	"110/10646"	0.988704167795464	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_HCMV_INFECTION"	"REACTOME_HCMV_INFECTION"	"2/423"	"160/10646"	0.98880799440511	0.999999965031686	0.884210495396438	"EGFR/TUBA8"	2
"M1"	"REACTOME_REGULATION_OF_TP53_ACTIVITY"	"REACTOME_REGULATION_OF_TP53_ACTIVITY"	"2/423"	"160/10646"	0.98880799440511	0.999999965031686	0.884210495396438	"TP73/CCNA1"	2
"M1"	"REACTOME_TELOMERE_MAINTENANCE"	"REACTOME_TELOMERE_MAINTENANCE"	"1/423"	"111/10646"	0.989157673587274	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_MEIOSIS"	"REACTOME_MEIOSIS"	"1/423"	"117/10646"	0.991521642451791	0.999999965031686	0.884210495396438	"SYCE1"	1
"M1"	"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION"	"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION"	"2/423"	"170/10646"	0.992176632517973	0.999999965031686	0.884210495396438	"KIF6/TUBA8"	2
"M1"	"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"	"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"	"1/423"	"120/10646"	0.992503076969673	0.999999965031686	0.884210495396438	"PAX6"	1
"M1"	"REACTOME_SYNTHESIS_OF_DNA"	"REACTOME_SYNTHESIS_OF_DNA"	"1/423"	"120/10646"	0.992503076969673	0.999999965031686	0.884210495396438	"CCNA1"	1
"M1"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2"	"1/423"	"120/10646"	0.992503076969673	0.999999965031686	0.884210495396438	"DLX5"	1
"M1"	"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"	"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"	"2/423"	"172/10646"	0.992720057928159	0.999999965031686	0.884210495396438	"LHX2/ROBO2"	2
"M1"	"REACTOME_ESR_MEDIATED_SIGNALING"	"REACTOME_ESR_MEDIATED_SIGNALING"	"3/423"	"219/10646"	0.993304431503734	0.999999965031686	0.884210495396438	"EGFR/NR5A2/PGR"	3
