"Module"	"Gene1"	"Gene2"
"M1"	"PPL"	"NLRP12"
"M1"	"PPL"	"ASRGL1"
"M1"	"PPL"	"VCPKMT"
"M1"	"PPL"	"PAICS"
"M1"	"PPL"	"C9orf117"
"M1"	"PPL"	"B3GNT4"
"M1"	"PPL"	"KLHL10"
"M1"	"PPL"	"XRCC2"
"M1"	"PPL"	"APBB1"
"M1"	"PPL"	"IGFBP6"
"M1"	"PPL"	"TJAP1"
"M1"	"PPL"	"PELP1"
"M1"	"PPL"	"MOS"
"M1"	"PPL"	"GCOM1"
"M1"	"PPL"	"TEX37"
"M1"	"PPL"	"AKIP1"
"M1"	"PPL"	"PROS1"
"M1"	"PPL"	"UQCRB"
"M1"	"PPL"	"MTFP1"
"M1"	"PPL"	"HIST1H2AA"
"M1"	"PPL"	"DCP1A"
"M1"	"PPL"	"PEX26"
"M1"	"PPL"	"FXYD7"
"M1"	"PPL"	"AMICA1"
"M1"	"PPL"	"RNMTL1"
"M1"	"PPL"	"CPT2"
"M1"	"PPL"	"AKNA"
"M1"	"PPL"	"AP5B1"
"M1"	"PPL"	"CCNL1"
"M1"	"PPL"	"MAU2"
"M1"	"PPL"	"ZNF799"
"M1"	"PPL"	"STX11"
"M1"	"PPL"	"UPK3B"
"M1"	"PPL"	"PPP2R2D"
"M1"	"PPL"	"PTGES"
"M1"	"PPL"	"NEIL3"
"M1"	"PPL"	"ZFX"
"M1"	"PPL"	"NEK9"
"M1"	"PPL"	"ELL2"
"M1"	"PPL"	"NT5C1B"
"M1"	"PPL"	"LAMB4"
"M1"	"PPL"	"GLCCI1"
"M1"	"PPL"	"PTK6"
"M1"	"PPL"	"GOLGA6L10"
"M1"	"PPL"	"NALCN"
"M1"	"PPL"	"RAP1GDS1"
"M1"	"PPL"	"STAM2"
"M1"	"PPL"	"HMBS"
"M1"	"PPL"	"ENKUR"
"M1"	"PPL"	"NR2F1"
"M1"	"PPL"	"MOB2"
"M1"	"PPL"	"LMAN2"
"M1"	"PPL"	"FTSJ3"
"M1"	"PPL"	"CLEC6A"
"M1"	"PPL"	"BAD"
"M1"	"PPL"	"SIRT3"
"M1"	"PPL"	"STRIP1"
"M1"	"PPL"	"UBE3C"
"M1"	"PPL"	"TCEAL4"
"M1"	"PPL"	"EPB41L2"
"M1"	"PPL"	"PDK3"
"M1"	"PPL"	"EEPD1"
"M1"	"PPL"	"KIAA1715"
"M1"	"PPL"	"TTC4"
"M1"	"PPL"	"GRHL3"
"M1"	"PPL"	"RGS9BP"
"M1"	"PPL"	"MYO5C"
"M1"	"PPL"	"TF"
"M1"	"PPL"	"LTBP4"
"M1"	"PPL"	"SCT"
"M1"	"PPL"	"CLDN4"
"M1"	"PPL"	"KRT6C"
"M1"	"PPL"	"VAV1"
"M1"	"PPL"	"UBE2D1"
"M1"	"PPL"	"CDC73"
"M1"	"PPL"	"FUT8"
"M1"	"PPL"	"GGA1"
"M1"	"PPL"	"TNFRSF8"
"M1"	"PPL"	"THAP4"
"M1"	"PPL"	"KIF2C"
"M1"	"PPL"	"ATF7IP2"
"M1"	"PPL"	"CYP20A1"
"M1"	"PPL"	"IL2RG"
"M1"	"PPL"	"POLR1B"
"M1"	"PPL"	"MEP1A"
"M1"	"PPL"	"CLEC1B"
"M1"	"PPL"	"WDR44"
"M1"	"PPL"	"CCR1"
"M1"	"PPL"	"UBXN2B"
"M1"	"PPL"	"TAF4B"
"M1"	"PPL"	"DBF4B"
"M1"	"PPL"	"IL33"
"M1"	"PPL"	"LCE3D"
"M1"	"PPL"	"NOV"
"M1"	"PPL"	"TLCD1"
"M1"	"PPL"	"ZNF281"
"M1"	"PPL"	"CACNB3"
"M1"	"PPL"	"EXT1"
"M1"	"PPL"	"SMARCD2"
"M1"	"PPL"	"CDH23"
"M1"	"PPL"	"TUBB4A"
"M1"	"PPL"	"DLG2"
"M1"	"PPL"	"SNX20"
"M1"	"PPL"	"CXXC5"
"M1"	"PPL"	"TIMM17A"
"M1"	"PPL"	"RGS18"
"M1"	"PPL"	"RGS13"
"M1"	"PPL"	"HMGN2"
"M1"	"PPL"	"GSTM1"
"M1"	"PPL"	"PTGER4"
"M1"	"PPL"	"MMP23B"
"M1"	"RPL8"	"GRIP1"
"M1"	"RPL8"	"CBLN1"
"M1"	"RPL8"	"EGR4"
"M1"	"POLR1D"	"MUSTN1"
"M1"	"POLR1D"	"MPPED1"
"M1"	"POLR1D"	"CDH9"
"M1"	"POLR1D"	"GJB6"
"M1"	"POLR1D"	"IRS4"
"M1"	"POLR1D"	"PPP2R2C"
"M1"	"SPC24"	"ONECUT1"
"M1"	"SPC24"	"SLC6A15"
"M1"	"BAZ1B"	"PCDH8"
"M1"	"TH"	"ART3"
"M1"	"TH"	"AIFM3"
"M1"	"NCL"	"NR5A2"
"M1"	"TMCC2"	"RYR2"
"M1"	"TMCC2"	"ATP1A3"
"M1"	"TMCC2"	"CDS1"
"M1"	"TMCC2"	"RSPO4"
"M1"	"RAB11FIP4"	"IGFALS"
"M1"	"RAB11FIP4"	"ARL13A"
"M1"	"RAB11FIP4"	"BCL2"
"M1"	"RAB11FIP4"	"C7orf34"
"M1"	"RAB11FIP4"	"ACTN2"
"M1"	"RAB11FIP4"	"GRASP"
"M1"	"RAB11FIP4"	"GPR45"
"M1"	"RAB11FIP4"	"PAH"
"M1"	"PDX1"	"ADAP1"
"M1"	"PDX1"	"CACNG3"
"M1"	"PDX1"	"SEZ6"
"M1"	"TXNDC9"	"MPPED1"
"M1"	"TXNDC9"	"CDH18"
"M1"	"TXNDC9"	"OPALIN"
"M1"	"PIR"	"MATK"
"M1"	"PIR"	"MPPED1"
"M1"	"PIR"	"ART3"
"M1"	"ZCCHC11"	"RYR2"
"M1"	"ZCCHC11"	"GPR37"
"M1"	"ZCCHC11"	"SSTR3"
"M1"	"ZCCHC11"	"PRDM8"
"M1"	"ZCCHC11"	"KIAA0319"
"M1"	"INTS2"	"ONECUT1"
"M1"	"UBE2M"	"RBM11"
"M1"	"UBE2M"	"MYOZ3"
"M1"	"UBE2M"	"SERTM1"
"M1"	"UBE2M"	"ST6GALNAC5"
"M1"	"UBE2M"	"GLRA2"
"M1"	"ULBP2"	"RSPO2"
"M1"	"ULBP2"	"C9orf24"
"M1"	"TROAP"	"HPCAL4"
"M1"	"TROAP"	"GLI1"
"M1"	"TROAP"	"SSTR3"
"M1"	"TROAP"	"SPHKAP"
"M1"	"TROAP"	"SERTM1"
"M1"	"TROAP"	"ST6GALNAC5"
"M1"	"CNTLN"	"CES1"
"M1"	"CNTLN"	"HPCAL4"
"M1"	"CNTLN"	"SSTR3"
"M1"	"CNTLN"	"RBM24"
"M1"	"CNTLN"	"ANGPTL1"
"M1"	"SFRP1"	"FAM109B"
"M1"	"SFRP1"	"CD79A"
"M1"	"SFRP1"	"TOPBP1"
"M1"	"SFRP1"	"PPP1R2"
"M1"	"SFRP1"	"ZNRF3"
"M1"	"SFRP1"	"PCBP1"
"M1"	"SFRP1"	"SLC31A1"
"M1"	"SFRP1"	"HPR"
"M1"	"SFRP1"	"PTP4A1"
"M1"	"SFRP1"	"KDM5A"
"M1"	"SFRP1"	"IARS"
"M1"	"SFRP1"	"IFT81"
"M1"	"SFRP1"	"LCA5L"
"M1"	"SFRP1"	"TPGS1"
"M1"	"SFRP1"	"KBTBD13"
"M1"	"FAM83G"	"MPPED1"
"M1"	"FAM83G"	"HPCAL4"
"M1"	"FAM83G"	"SSTR3"
"M1"	"FAM83G"	"PRSS12"
"M1"	"FAM83G"	"ANGPTL1"
"M1"	"LCP1"	"MATK"
"M1"	"LCP1"	"CHRM5"
"M1"	"LCP1"	"SHANK1"
"M1"	"SARM1"	"DOK7"
"M1"	"SARM1"	"COL23A1"
"M1"	"FGF19"	"CCKBR"
"M1"	"FGF19"	"KIAA0319"
"M1"	"DMPK"	"CLGN"
"M1"	"DMPK"	"SVEP1"
"M1"	"DMPK"	"CPNE6"
"M1"	"DMPK"	"CCDC158"
"M1"	"CCNB2"	"CELF3"
"M1"	"CCNB2"	"HSF4"
"M1"	"CCNB2"	"CPNE9"
"M1"	"PCID2"	"CKMT1A"
"M1"	"TSG101"	"HPR"
"M1"	"TSG101"	"MPPED1"
"M1"	"TSG101"	"PLIN4"
"M1"	"GET4"	"PYGM"
"M1"	"GET4"	"CHRNA2"
"M1"	"SENP7"	"LRRC3B"
"M1"	"SENP7"	"FGFR2"
"M1"	"RRAGA"	"SYT1"
"M1"	"RRAGA"	"PRDM8"
"M1"	"RRAGA"	"PPP2R2C"
"M1"	"RRAGA"	"RGPD1"
"M1"	"RRAGA"	"KNDC1"
"M1"	"RRAGA"	"NELL1"
"M1"	"LRPAP1"	"CDS1"
"M1"	"LRPAP1"	"CELF3"
"M1"	"LRPAP1"	"HSF4"
"M1"	"LRPAP1"	"ERMN"
"M1"	"LRPAP1"	"GREB1L"
"M1"	"LRPAP1"	"SEZ6"
"M1"	"KLC2"	"RBM11"
"M1"	"KLC2"	"NPR3"
"M1"	"KLC2"	"GLI1"
"M1"	"KLC2"	"NPTX1"
"M1"	"KLC2"	"GPR37"
"M1"	"KLC2"	"NECAB2"
"M1"	"KLC2"	"STC2"
"M1"	"KLC2"	"C11orf87"
"M1"	"KLC2"	"IL13RA2"
"M1"	"KLC2"	"EYA4"
"M1"	"SRSF9"	"RBM11"
"M1"	"SRSF9"	"NPTX1"
"M1"	"SRSF9"	"DOK7"
"M1"	"SRSF9"	"RTN4R"
"M1"	"SRSF9"	"PANX2"
"M1"	"SRSF9"	"TTLL6"
"M1"	"SRSF9"	"ST6GALNAC5"
"M1"	"CSMD1"	"RYR2"
"M1"	"CSMD1"	"CHRNA7"
"M1"	"CSMD1"	"DOK7"
"M1"	"CSMD1"	"RSPO3"
"M1"	"CSMD1"	"PANX2"
"M1"	"CEP97"	"NPR3"
"M1"	"CEP97"	"MPPED1"
"M1"	"CEP97"	"TAC3"
"M1"	"CEP97"	"DLGAP2"
"M1"	"CEP97"	"DLX2"
"M1"	"CEP97"	"KIAA0319"
"M1"	"CEP97"	"PLCH1"
"M1"	"CEP97"	"CACNG3"
"M1"	"CEP97"	"COL6A5"
"M1"	"SLC3A2"	"CDH18"
"M1"	"SLC3A2"	"HRK"
"M1"	"SLC3A2"	"RXRG"
"M1"	"SLC3A2"	"MLPH"
"M1"	"SLC3A2"	"GRIN1"
"M1"	"SLC3A2"	"SSTR3"
"M1"	"SLC3A2"	"IRS4"
"M1"	"SLC3A2"	"CDK5R2"
"M1"	"SLC3A2"	"ADAM11"
"M1"	"SLC3A2"	"SLC27A6"
"M1"	"SLC3A2"	"P2RX5"
"M1"	"SLC3A2"	"CKMT1A"
"M1"	"SLC3A2"	"EGR4"
"M1"	"SLC3A2"	"CALY"
"M1"	"SLC3A2"	"SLC6A13"
"M1"	"LRRFIP2"	"ADAP1"
"M1"	"LRRFIP2"	"ADRB1"
"M1"	"LRRFIP2"	"DLX2"
"M1"	"WDR12"	"CPNE7"
"M1"	"WDR12"	"SERTM1"
"M1"	"WDR12"	"ST6GALNAC5"
"M1"	"WDR12"	"PRSS12"
"M1"	"WDR12"	"ITPKA"
"M1"	"RIMS4"	"RFXAP"
"M1"	"RIMS4"	"IGFALS"
"M1"	"RIMS4"	"KLHDC9"
"M1"	"RIMS4"	"APBB1IP"
"M1"	"RIMS4"	"MPPED1"
"M1"	"RIMS4"	"CASP8"
"M1"	"RIMS4"	"PTP4A1"
"M1"	"RIMS4"	"RMDN1"
"M1"	"RIMS4"	"EPHA8"
"M1"	"RIMS4"	"RAB5B"
"M1"	"RIMS4"	"NPR2"
"M1"	"RIMS4"	"KIF21B"
"M1"	"RIMS4"	"HMGCS2"
"M1"	"RIMS4"	"MB"
"M1"	"RIMS4"	"GPN1"
"M1"	"RIMS4"	"CABLES1"
"M1"	"RIMS4"	"TARS"
"M1"	"RIMS4"	"MASP2"
"M1"	"RIMS4"	"PIAS2"
"M1"	"RIMS4"	"TNFRSF1A"
"M1"	"RIMS4"	"PES1"
"M1"	"RIMS4"	"MIPEP"
"M1"	"RIMS4"	"SDCBP"
"M1"	"RIMS4"	"ULK1"
"M1"	"RIMS4"	"CCR4"
"M1"	"RIMS4"	"LMAN1"
"M1"	"RIMS4"	"MT1F"
"M1"	"RIMS4"	"ABCG5"
"M1"	"RIMS4"	"PROP1"
"M1"	"RIMS4"	"SERPINA3"
"M1"	"RIMS4"	"NLRP7"
"M1"	"RIMS4"	"PSMD7"
"M1"	"RIMS4"	"USP16"
"M1"	"RIMS4"	"AKT3"
"M1"	"RIMS4"	"RASSF5"
"M1"	"RIMS4"	"FKTN"
"M1"	"RIMS4"	"RTN4R"
"M1"	"RIMS4"	"PTGS2"
"M1"	"RIMS4"	"SLC22A11"
"M1"	"RIMS4"	"PPP2R2C"
"M1"	"RIMS4"	"PAIP2B"
"M1"	"RIMS4"	"TLX3"
"M1"	"RIMS4"	"INPPL1"
"M1"	"RIMS4"	"CARD14"
"M1"	"RIMS4"	"CHMP4C"
"M1"	"RIMS4"	"ZYX"
"M1"	"RIMS4"	"ALPK1"
"M1"	"RIMS4"	"TCEA1"
"M1"	"RIMS4"	"C8orf34"
"M1"	"RIMS4"	"LARP4B"
"M1"	"RIMS4"	"PANX2"
"M1"	"RIMS4"	"PRKACG"
"M1"	"RIMS4"	"UBXN11"
"M1"	"RIMS4"	"SLC29A1"
"M1"	"RIMS4"	"TACC1"
"M1"	"RIMS4"	"BLM"
"M1"	"RIMS4"	"EPS8"
"M1"	"RIMS4"	"SERPIND1"
"M1"	"RIMS4"	"LGMN"
"M1"	"RIMS4"	"ALDH1A1"
"M1"	"RIMS4"	"TINF2"
"M1"	"RIMS4"	"VWA5B2"
"M1"	"RIMS4"	"MAN1B1"
"M1"	"RIMS4"	"CDC23"
"M1"	"RIMS4"	"SSX5"
"M1"	"RIMS4"	"SATB2"
"M1"	"RIMS4"	"ZNF148"
"M1"	"RIMS4"	"CCDC181"
"M1"	"RIMS4"	"NPHP1"
"M1"	"RIMS4"	"PHF14"
"M1"	"RIMS4"	"OTUD7A"
"M1"	"RIMS4"	"HSPB8"
"M1"	"RIMS4"	"ME3"
"M1"	"RIMS4"	"APOBEC3F"
"M1"	"RIMS4"	"TRIOBP"
"M1"	"RIMS4"	"TMEM106A"
"M1"	"RIMS4"	"PSTPIP2"
"M1"	"RIMS4"	"AP3M1"
"M1"	"RIMS4"	"EFNA2"
"M1"	"RIMS4"	"LHCGR"
"M1"	"RIMS4"	"DENND1B"
"M1"	"RIMS4"	"HIBADH"
"M1"	"RIMS4"	"YARS"
"M1"	"RIMS4"	"RPL10A"
"M1"	"RIMS4"	"SEMG2"
"M1"	"RIMS4"	"LARS2"
"M1"	"RIMS4"	"SYCP3"
"M1"	"RIMS4"	"ARHGEF40"
"M1"	"RIMS4"	"THUMPD3"
"M1"	"RIMS4"	"PKHD1"
"M1"	"RIMS4"	"SLC9A7"
"M1"	"RIMS4"	"NR3C2"
"M1"	"RIMS4"	"VIM"
"M1"	"RIMS4"	"SLC46A1"
"M1"	"RIMS4"	"PSAT1"
"M1"	"RIMS4"	"MSX2"
"M1"	"RIMS4"	"RAB3IL1"
"M1"	"RIMS4"	"RMND5B"
"M1"	"RIMS4"	"EPG5"
"M1"	"RIMS4"	"DPP4"
"M1"	"RIMS4"	"CYP27A1"
"M1"	"RIMS4"	"KIAA1549"
"M1"	"RIMS4"	"DDX27"
"M1"	"RIMS4"	"ASCL1"
"M1"	"RIMS4"	"EXOC6B"
"M1"	"RIMS4"	"MAPK10"
"M1"	"RIMS4"	"ATP2B3"
"M1"	"RIMS4"	"TP53"
"M1"	"RIMS4"	"IFITM1"
"M1"	"RIMS4"	"OSBPL3"
"M1"	"RIMS4"	"FJX1"
"M1"	"RIMS4"	"OR51B4"
"M1"	"RIMS4"	"TBC1D15"
"M1"	"RIMS4"	"AES"
"M1"	"RIMS4"	"C2orf43"
"M1"	"RIMS4"	"CYP2S1"
"M1"	"RIMS4"	"RERE"
"M1"	"RIMS4"	"DOCK3"
"M1"	"RIMS4"	"EDNRB"
"M1"	"RIMS4"	"ZBTB20"
"M1"	"RIMS4"	"UBE2I"
"M1"	"RIMS4"	"EXOSC5"
"M1"	"RIMS4"	"HOMEZ"
"M1"	"RIMS4"	"ZC3H13"
"M1"	"RIMS4"	"CLK3"
"M1"	"RIMS4"	"H2AFZ"
"M1"	"RIMS4"	"MARC2"
"M1"	"RIMS4"	"PLIN3"
"M1"	"RIMS4"	"FOXC1"
"M1"	"RIMS4"	"VCY"
"M1"	"RIMS4"	"TMX1"
"M1"	"RIMS4"	"CCT2"
"M1"	"RIMS4"	"ARRDC2"
"M1"	"RIMS4"	"TAS1R1"
"M1"	"RIMS4"	"NPL"
"M1"	"RIMS4"	"VPS26B"
"M1"	"RIMS4"	"C9orf89"
"M1"	"RIMS4"	"CCL13"
"M1"	"RIMS4"	"ST7L"
"M1"	"RIMS4"	"PSTK"
"M1"	"RIMS4"	"COG4"
"M1"	"RIMS4"	"RNF149"
"M1"	"RIMS4"	"S100G"
"M1"	"RIMS4"	"SH2D3A"
"M1"	"RIMS4"	"PLEKHB2"
"M1"	"RIMS4"	"DDHD2"
"M1"	"RIMS4"	"LMO4"
"M1"	"RIMS4"	"BNC1"
"M1"	"RIMS4"	"FAM134A"
"M1"	"RIMS4"	"SIN3A"
"M1"	"RIMS4"	"NPLOC4"
"M1"	"RIMS4"	"ALG8"
"M1"	"RIMS4"	"ZKSCAN3"
"M1"	"RIMS4"	"VAMP5"
"M1"	"RIMS4"	"CTAGE5"
"M1"	"RIMS4"	"TTBK1"
"M1"	"RIMS4"	"CFL1"
"M1"	"RIMS4"	"EFCAB2"
"M1"	"RIMS4"	"PNISR"
"M1"	"RIMS4"	"TOMM22"
"M1"	"RIMS4"	"KSR2"
"M1"	"RIMS4"	"SLC26A6"
"M1"	"RIMS4"	"NUMB"
"M1"	"RIMS4"	"WWC2"
"M1"	"RIMS4"	"AREG"
"M1"	"RIMS4"	"ATM"
"M1"	"RIMS4"	"ZFP2"
"M1"	"RIMS4"	"RAB37"
"M1"	"RIMS4"	"SYT12"
"M1"	"RIMS4"	"CGGBP1"
"M1"	"RIMS4"	"S100A3"
"M1"	"RIMS4"	"MKRN1"
"M1"	"RIMS4"	"ACTL7A"
"M1"	"RIMS4"	"CYP4V2"
"M1"	"RIMS4"	"CSDC2"
"M1"	"RIMS4"	"CCR10"
"M1"	"RIMS4"	"RPL7"
"M1"	"RIMS4"	"B3GALT2"
"M1"	"RIMS4"	"MUCL1"
"M1"	"RIMS4"	"POLR3K"
"M1"	"RIMS4"	"GSTM4"
"M1"	"RIMS4"	"HNF1A"
"M1"	"RIMS4"	"APBB1"
"M1"	"RIMS4"	"TWIST2"
"M1"	"RIMS4"	"LCORL"
"M1"	"RIMS4"	"ANGPTL6"
"M1"	"RIMS4"	"LILRB2"
"M1"	"RIMS4"	"TMEM184A"
"M1"	"RIMS4"	"CABP1"
"M1"	"RIMS4"	"NPPC"
"M1"	"RIMS4"	"DOPEY2"
"M1"	"RIMS4"	"NBAS"
"M1"	"RIMS4"	"RASL11B"
"M1"	"RIMS4"	"RBM17"
"M1"	"RIMS4"	"CCNL1"
"M1"	"RIMS4"	"GALK2"
"M1"	"RIMS4"	"ZFX"
"M1"	"RIMS4"	"CDC73"
"M1"	"RIMS4"	"TNFRSF8"
"M1"	"RIMS4"	"CHP2"
"M1"	"RIMS4"	"TUBB4A"
"M1"	"RIMS4"	"TTC3"
"M1"	"RIMS4"	"ANXA6"
"M1"	"RIMS4"	"TRPC1"
"M1"	"RIMS4"	"TPPP3"
"M1"	"RIMS4"	"DDX54"
"M1"	"RIMS4"	"NDUFV1"
"M1"	"RIMS4"	"BCL3"
"M1"	"RIMS4"	"AP1S3"
"M1"	"RIMS4"	"SCAMP1"
"M1"	"RIMS4"	"ERGIC1"
"M1"	"RIMS4"	"GRK1"
"M1"	"RIMS4"	"TEAD1"
"M1"	"RIMS4"	"NXPE3"
"M1"	"RIMS4"	"FAN1"
"M1"	"RIMS4"	"SNRNP200"
"M1"	"RIMS4"	"HSPA1A"
"M1"	"RIMS4"	"SLC25A6"
"M1"	"RIMS4"	"ZC3H8"
"M1"	"RIMS4"	"KRT34"
"M1"	"RIMS4"	"BCCIP"
"M1"	"RIMS4"	"ALDH18A1"
"M1"	"RIMS4"	"KISS1"
"M1"	"RIMS4"	"STOX1"
"M1"	"RIMS4"	"SBSN"
"M1"	"RIMS4"	"TUBG1"
"M1"	"RIMS4"	"BLOC1S1"
"M1"	"RIMS4"	"ZNF420"
"M1"	"RIMS4"	"ANKRD1"
"M1"	"RIMS4"	"NADK"
"M1"	"RIMS4"	"CREB1"
"M1"	"RIMS4"	"IGF2"
"M1"	"RIMS4"	"EDC4"
"M1"	"RIMS4"	"PPP1R21"
"M1"	"RIMS4"	"KANSL2"
"M1"	"RIMS4"	"CMKLR1"
"M1"	"RIMS4"	"SH2B1"
"M1"	"RIMS4"	"CALCR"
"M1"	"RIMS4"	"ARG1"
"M1"	"RIMS4"	"MAML2"
"M1"	"RIMS4"	"ANP32E"
"M1"	"RIMS4"	"HLA-DOA"
"M1"	"RIMS4"	"PLBD2"
"M1"	"RIMS4"	"DYNC2LI1"
"M1"	"RIMS4"	"LMNB1"
"M1"	"RIMS4"	"HIST1H3I"
"M1"	"RIMS4"	"CX3CR1"
"M1"	"RIMS4"	"ZNF337"
"M1"	"RIMS4"	"RPS19BP1"
"M1"	"RIMS4"	"ZNF273"
"M1"	"RIMS4"	"PIGO"
"M1"	"RIMS4"	"APTX"
"M1"	"RIMS4"	"C15orf43"
"M1"	"RIMS4"	"SUN2"
"M1"	"RIMS4"	"SFRP2"
"M1"	"RIMS4"	"PNLIPRP1"
"M1"	"RIMS4"	"NEMF"
"M1"	"RIMS4"	"ALOX5AP"
"M1"	"RIMS4"	"SLC12A1"
"M1"	"RIMS4"	"KLF15"
"M1"	"RIMS4"	"MTCH1"
"M1"	"RIMS4"	"MGST1"
"M1"	"RIMS4"	"MARCH10"
"M1"	"RIMS4"	"MACROD2"
"M1"	"RIMS4"	"PCDHB4"
"M1"	"RIMS4"	"UQCC2"
"M1"	"RIMS4"	"SCN4A"
"M1"	"RIMS4"	"KIFC2"
"M1"	"RIMS4"	"HSFX1"
"M1"	"RIMS4"	"GTPBP2"
"M1"	"RIMS4"	"BARD1"
"M1"	"RIMS4"	"SLC35E1"
"M1"	"RIMS4"	"CLDN3"
"M1"	"RIMS4"	"NIT2"
"M1"	"RIMS4"	"SKIV2L2"
"M1"	"RIMS4"	"BMP7"
"M1"	"RIMS4"	"CYC1"
"M1"	"RIMS4"	"UBLCP1"
"M1"	"RIMS4"	"WNK3"
"M1"	"RIMS4"	"WDR18"
"M1"	"RIMS4"	"PEX6"
"M1"	"RIMS4"	"ACKR4"
"M1"	"RIMS4"	"NDFIP2"
"M1"	"RIMS4"	"ZNF688"
"M1"	"RIMS4"	"RHOT2"
"M1"	"RIMS4"	"GDF9"
"M1"	"RIMS4"	"CSTF2"
"M1"	"RIMS4"	"FOCAD"
"M1"	"RIMS4"	"KLK15"
"M1"	"RIMS4"	"PHF5A"
"M1"	"RIMS4"	"RANGAP1"
"M1"	"RIMS4"	"GOT1L1"
"M1"	"RIMS4"	"RAG2"
"M1"	"RIMS4"	"IL27RA"
"M1"	"RIMS4"	"SLC7A8"
"M1"	"PIAS4"	"ADAP1"
"M1"	"PIAS4"	"NPNT"
"M1"	"PIAS4"	"MPPED1"
"M1"	"PIAS4"	"GJB2"
"M1"	"PIAS4"	"ELOVL2"
"M1"	"CSRNP1"	"MARVELD3"
"M1"	"CSRNP1"	"FGF13"
"M1"	"ARFGEF1"	"CELSR1"
"M1"	"MYBBP1A"	"MCTP2"
"M1"	"TXNL1"	"PPP1R1B"
"M1"	"TXNL1"	"MYOZ3"
"M1"	"TXNL1"	"AIFM3"
"M1"	"TXNL1"	"ST6GALNAC5"
"M1"	"EPHA1"	"MPPED1"
"M1"	"EPHA1"	"HPCAL4"
"M1"	"EPHA1"	"SSTR3"
"M1"	"EPHA1"	"HHATL"
"M1"	"DCBLD1"	"CELF4"
"M1"	"DCBLD1"	"ART3"
"M1"	"DCBLD1"	"SLC1A6"
"M1"	"DCBLD1"	"ST6GALNAC5"
"M1"	"PRX"	"ITPKA"
"M1"	"MLLT1"	"ADAP1"
"M1"	"MLLT1"	"SST"
"M1"	"MLLT1"	"CXCL2"
"M1"	"MLLT1"	"ATP2B3"
"M1"	"MLLT1"	"HHATL"
"M1"	"MLLT1"	"PRSS12"
"M1"	"SDK1"	"ADAP1"
"M1"	"SDK1"	"KIAA0319"
"M1"	"SDK1"	"RBM24"
"M1"	"SDK1"	"CACNG3"
"M1"	"SKI"	"ATP2B2"
"M1"	"SKI"	"NR2E1"
"M1"	"SKI"	"IRS4"
"M1"	"SKI"	"CACNG3"
"M1"	"SKI"	"ST6GALNAC5"
"M1"	"ATP5L"	"NKD2"
"M1"	"ATP5L"	"PANX2"
"M1"	"KIF20A"	"IRS4"
"M1"	"KIF20A"	"NPAS1"
"M1"	"KIF20A"	"STC2"
"M1"	"KIF20A"	"CAMK1G"
"M1"	"KIF20A"	"CACNG3"
"M1"	"KIF20A"	"ST6GALNAC5"
"M1"	"KIF20A"	"ATP2B3"
"M1"	"NPM3"	"CPAMD8"
"M1"	"NPM3"	"PRDM8"
"M1"	"NPM3"	"KIAA0319"
"M1"	"NPM3"	"HTR4"
"M1"	"RBBP8"	"MAL2"
"M1"	"RBBP8"	"CNTFR"
"M1"	"RBBP8"	"TMEM233"
"M1"	"SGCE"	"COL23A1"
"M1"	"SGCE"	"PANX2"
"M1"	"SGCE"	"MARVELD3"
"M1"	"SGCE"	"SYT12"
"M1"	"SGCE"	"IL11"
"M1"	"GPC3"	"CES1"
"M1"	"GPC3"	"NPR3"
"M1"	"GPC3"	"HPCAL4"
"M1"	"GPC3"	"CDH9"
"M1"	"GPC3"	"NR5A2"
"M1"	"GPC3"	"IRS4"
"M1"	"GPC3"	"COL23A1"
"M1"	"GPC3"	"HHATL"
"M1"	"GPC3"	"GREM2"
"M1"	"GPC3"	"ANGPTL1"
"M1"	"GPC3"	"SNX31"
"M1"	"ACKR3"	"RYR2"
"M1"	"ACKR3"	"HTR1A"
"M1"	"ACKR3"	"HPCAL4"
"M1"	"ACKR3"	"RRAD"
"M1"	"ACKR3"	"SSTR3"
"M1"	"ACKR3"	"CLIC6"
"M1"	"ACKR3"	"CPNE7"
"M1"	"ACKR3"	"CAMK1G"
"M1"	"ACKR3"	"RBM24"
"M1"	"ACKR3"	"ST6GALNAC5"
"M1"	"ACKR3"	"HHATL"
"M1"	"RBCK1"	"IRS4"
"M1"	"RBCK1"	"GLRA3"
"M1"	"RBCK1"	"ST6GALNAC5"
"M1"	"RBCK1"	"OTX1"
"M1"	"PI4KB"	"RYR2"
"M1"	"PI4KB"	"CELF3"
"M1"	"PI4KB"	"HSF4"
"M1"	"MAL2"	"AHRR"
"M1"	"MAL2"	"PTP4A1"
"M1"	"MAL2"	"YTHDC1"
"M1"	"MAL2"	"MCFD2"
"M1"	"MAL2"	"CTSK"
"M1"	"MAL2"	"MPP2"
"M1"	"MAL2"	"EEF1B2"
"M1"	"MAL2"	"NPAS1"
"M1"	"MAL2"	"OR5A1"
"M1"	"MAL2"	"TCEA3"
"M1"	"MAL2"	"PXDNL"
"M1"	"MAL2"	"MIA2"
"M1"	"MAL2"	"PNKP"
"M1"	"MAL2"	"CACNG3"
"M1"	"MAL2"	"CYP27A1"
"M1"	"MAL2"	"ITPKB"
"M1"	"MAL2"	"SYNDIG1"
"M1"	"MAL2"	"DCK"
"M1"	"MAL2"	"KAL1"
"M1"	"MAL2"	"CWF19L2"
